Date_of_Birth,Gender,Marital_Status,Number_of_Dependents,Monthly_Income,Sources_of_Income,Current_Loans,Debt_to_Income_Ratio,Property_Ownership,Employment_Status,Job_Tenure_Work_Experience,Credit_Score,Loan_Amount_Requested,Loan_Purpose,Desired_Loan_Tenure,Rent_Payment_History,Utility_Bill_Payments,Spending_Patterns,BNPL_Payment_History,Gig_Economy_Income,Behavioral_Data,Loan_Approved
1999-07-06,Male,Married,10,199034,Investments,Multiple,0.68,Joint_Ownership,Salaried,6,802,25725009,Debt_Consolidation,36,Good,Good,Impulsive,Poor,No,Very_Positive,1
1952-09-13,Male,Married,2,578957,Secondary,Yes,0.23,Rented,Student,0,840,13169155,Travel,360,Average,Poor,Impulsive,Poor,No,Positive,0
1988-03-14,Female,Single,7,101206,Primary,No,0.54,Owned,Self-Employed,28,486,34578719,Personal,96,Good,Poor,Impulsive,Good,No,Very_Positive,0
1997-01-27,Female,Married,6,658447,Secondary,Yes,0.41,Owned,Self-Employed,17,725,13746532,Wedding,120,N/A,Average,Aggressive,N/A,Yes,Very_Positive,1
1970-11-16,Female,Married,0,516748,Investments,Yes,0.09,Rented,Retired,0,571,769658,Medical,96,Average,Average,Erratic,Poor,No,Neutral,0
1986-12-07,Female,Single,8,290706,Primary,Multiple,0.38,Owned,Salaried,29,683,16282761,Business,72,Good,N/A,Erratic,Average,No,Very_Negative,1
2000-01-25,Female,Single,10,330381,Secondary,Multiple,0.18,Joint_Ownership,Self-Employed,1,458,30224878,Personal,84,Poor,N/A,Cautious,Good,No,Positive,0
1970-09-17,Female,Single,9,67063,Secondary,No,0.23,Rented,Salaried,3,507,32449211,Medical,108,N/A,N/A,Erratic,Good,Yes,Neutral,0
1967-09-05,Female,Single,10,772851,Secondary,No,0.24,Commercial_Rented,Government,15,334,1587364,Vehicle,360,Poor,Good,Consistent,Average,No,Negative,1
1959-08-18,Female,Married,4,305382,Multiple,Yes,0.65,Joint_Ownership,Retired,0,305,22935120,Vehicle,72,Poor,Good,Erratic,Poor,No,Very_Negative,0
1983-05-20,Female,Married,6,308761,Secondary,Multiple,0.3,Commercial_Rented,Salaried,10,505,38521018,Education,48,Good,N/A,Aggressive,Average,Yes,Neutral,0
1982-01-08,Male,Married,4,257897,Multiple,No,0.57,Commercial_Rented,Salaried,34,730,30497451,Personal,24,Average,N/A,Erratic,N/A,Yes,Negative,0
1951-04-07,Male,Married,10,142137,Rental_Income,Multiple,0.86,Owned,Government,34,543,977833,Travel,300,Average,Average,Impulsive,N/A,Yes,Neutral,0
1963-06-25,Male,Married,0,68272,Secondary,Multiple,0.35,Joint_Ownership,Retired,0,638,1262633,Travel,12,Poor,Average,Aggressive,Poor,Yes,Positive,1
1994-04-24,Female,Married,6,145665,Secondary,No,0.79,Commercial_Owned,Self-Employed,26,523,6375342,Personal,360,Good,N/A,Cautious,Poor,Yes,Negative,0
1994-04-12,Female,Married,7,959009,Pension,Multiple,0.49,Commercial_Rented,Student,0,729,49144794,Wedding,96,Average,Poor,Cautious,Average,No,Negative,0
1953-01-07,Male,Single,2,346708,Pension,No,0.03,Owned,Government,5,354,22930545,Education,180,Average,Good,Impulsive,N/A,Yes,Negative,1
1977-12-17,Male,Single,5,297331,Pension,Yes,0.76,Joint_Ownership,Self-Employed,0,432,40888064,Business,120,N/A,Average,Consistent,Good,Yes,Very_Negative,0
1956-12-20,Female,Married,8,229395,Secondary,Yes,0.1,Owned,Salaried,35,390,28138234,Wedding,12,Poor,Good,Consistent,Poor,Yes,Very_Positive,0
1997-05-08,Female,Married,3,523405,Primary,No,0.49,Joint_Ownership,Retired,0,482,34683743,Debt_Consolidation,84,Poor,Good,Consistent,Poor,No,Very_Negative,0
1973-11-24,Male,Single,7,382104,Multiple,No,0.57,Commercial_Rented,Government,21,738,7840133,Wedding,36,Average,Good,Cautious,Average,Yes,Positive,1
1981-11-10,Female,Single,9,789048,Multiple,Multiple,0.35,Commercial_Rented,Retired,0,477,43805930,Education,60,Average,Poor,Cautious,N/A,Yes,Very_Negative,0
1954-07-19,Female,Married,6,749220,Primary,Multiple,0.54,Owned,Salaried,32,607,15267216,Education,360,Poor,Good,Consistent,Average,No,Very_Positive,0
1990-11-09,Male,Single,2,536437,Multiple,No,0.59,Rented,Retired,0,318,21328839,Wedding,84,Average,Poor,Cautious,Average,No,Positive,0
1958-04-05,Female,Single,4,819141,Rental_Income,Yes,0.48,Commercial_Rented,Retired,0,504,21232582,Education,12,Good,Average,Cautious,N/A,No,Positive,0
1984-04-08,Male,Married,5,294910,Rental_Income,Yes,0.1,Joint_Ownership,Salaried,34,626,4231755,Travel,360,Average,N/A,Cautious,N/A,No,Positive,1
1969-06-13,Female,Married,0,404064,Pension,Multiple,0.69,Joint_Ownership,Government,34,449,31975049,Business,48,N/A,Good,Aggressive,Good,Yes,Very_Positive,0
1962-06-13,Male,Married,5,779818,Rental_Income,Multiple,0.69,Rented,Self-Employed,32,450,31322343,Debt_Consolidation,36,N/A,Good,Erratic,Average,No,Positive,0
1961-05-26,Male,Married,4,120268,Investments,No,0.28,Commercial_Rented,Student,0,458,5979369,Debt_Consolidation,360,Average,Good,Erratic,Good,No,Very_Positive,0
1995-06-02,Male,Single,3,511468,Pension,Multiple,0.6,Joint_Ownership,Retired,0,828,4235601,Vehicle,180,Poor,Good,Impulsive,N/A,Yes,Positive,1
2005-10-09,Female,Married,4,594941,Secondary,No,0.08,Owned,Self-Employed,29,621,13474179,Education,180,Average,Average,Impulsive,Average,Yes,Positive,1
2004-03-14,Male,Married,3,495836,Secondary,Multiple,0.3,Owned,Government,21,453,39535952,Personal,96,Average,N/A,Cautious,Good,No,Very_Positive,1
1976-10-13,Female,Married,9,120111,Secondary,No,0.15,Commercial_Owned,Unemployed,0,671,25232025,Home,12,Good,N/A,Impulsive,N/A,No,Very_Negative,0
1998-01-09,Female,Single,8,518629,Secondary,Yes,0.02,Commercial_Owned,Student,0,674,35712713,Business,240,Good,Good,Cautious,Average,Yes,Very_Positive,1
1965-02-24,Male,Single,4,35752,Rental_Income,Yes,0.58,Owned,Student,0,860,18630067,Wedding,300,Poor,Good,Erratic,Average,No,Positive,0
2002-08-07,Male,Single,1,402287,Rental_Income,Multiple,0.22,Joint_Ownership,Government,10,392,16023397,Medical,300,N/A,Good,Cautious,Average,No,Very_Negative,1
1961-07-12,Female,Single,6,655993,Investments,Yes,0.77,Rented,Self-Employed,16,420,43139242,Vehicle,120,Average,Average,Impulsive,Poor,No,Very_Negative,0
1954-10-16,Male,Single,2,641204,Rental_Income,No,0.84,Commercial_Rented,Government,31,308,19840734,Business,84,N/A,Poor,Erratic,N/A,Yes,Very_Positive,0
1975-10-21,Male,Single,0,151175,Multiple,No,0.83,Owned,Government,3,330,25436773,Debt_Consolidation,48,N/A,Good,Impulsive,N/A,No,Negative,0
1998-03-04,Male,Married,2,870113,Multiple,Multiple,0.8,Owned,Unemployed,0,454,10274170,Medical,60,N/A,N/A,Erratic,Average,Yes,Positive,0
1980-08-25,Female,Married,10,649509,Pension,Multiple,0.87,Joint_Ownership,Self-Employed,13,856,44598565,Home,84,N/A,Good,Erratic,N/A,Yes,Neutral,1
1978-07-01,Female,Married,3,330342,Multiple,No,0.45,Commercial_Rented,Retired,0,539,35331298,Education,12,Good,Average,Consistent,Average,Yes,Very_Positive,0
1989-04-03,Male,Married,10,530685,Primary,No,0.28,Joint_Ownership,Self-Employed,28,365,20440001,Education,36,Good,Good,Erratic,Good,Yes,Neutral,1
2007-04-01,Female,Married,10,698980,Rental_Income,Yes,0.7,Joint_Ownership,Student,0,713,16475532,Personal,240,Average,Good,Impulsive,Good,Yes,Neutral,0
2004-10-04,Female,Single,9,18189,Primary,Multiple,0.53,Rented,Retired,0,652,23926180,Home,12,Average,N/A,Aggressive,Average,No,Negative,0
1965-04-12,Female,Single,6,498319,Rental_Income,Yes,0.6,Owned,Retired,0,717,40980289,Personal,180,Average,Average,Cautious,Good,Yes,Very_Positive,1
1987-11-14,Female,Single,7,371986,Multiple,No,0.61,Rented,Self-Employed,38,885,35032005,Vehicle,300,Poor,Average,Impulsive,Poor,Yes,Negative,1
1995-04-26,Male,Single,2,314280,Investments,Yes,0.24,Joint_Ownership,Unemployed,0,487,46533316,Home,108,Good,Average,Aggressive,Good,Yes,Very_Negative,0
1973-09-21,Female,Married,3,864603,Multiple,Multiple,0.47,Joint_Ownership,Retired,0,544,8382396,Personal,108,N/A,Average,Erratic,Good,No,Positive,1
1970-02-01,Female,Married,1,789438,Rental_Income,No,0.57,Joint_Ownership,Student,0,675,49117122,Personal,12,Average,Average,Erratic,Good,Yes,Positive,0
1986-05-24,Male,Single,7,92790,Rental_Income,No,0.73,Rented,Retired,0,603,41027618,Debt_Consolidation,72,Poor,Poor,Consistent,Good,Yes,Positive,0
1979-10-12,Male,Single,10,800664,Multiple,Multiple,0.62,Commercial_Rented,Self-Employed,18,417,3726621,Home,300,Good,Poor,Cautious,Average,No,Negative,0
1991-01-10,Female,Single,8,599828,Primary,No,0.87,Owned,Student,0,372,32055961,Travel,12,Good,N/A,Erratic,N/A,No,Negative,0
2002-10-01,Female,Married,4,819734,Rental_Income,Multiple,0.81,Commercial_Owned,Student,0,826,36883897,Medical,60,Good,Good,Cautious,Good,No,Negative,1
2000-03-02,Male,Married,9,767081,Primary,Yes,0.46,Commercial_Owned,Self-Employed,1,330,20748755,Education,360,Poor,Poor,Erratic,Poor,Yes,Neutral,0
1985-05-09,Male,Married,1,152914,Rental_Income,Multiple,0.73,Joint_Ownership,Unemployed,0,638,32968166,Home,300,Poor,Good,Impulsive,Good,Yes,Very_Negative,0
1967-06-21,Male,Single,2,173856,Primary,Multiple,0.63,Joint_Ownership,Government,14,387,49349491,Vehicle,24,Good,Good,Aggressive,Poor,Yes,Very_Positive,0
1953-06-08,Female,Married,9,690641,Investments,Multiple,0.82,Joint_Ownership,Retired,0,590,39809893,Business,48,Good,N/A,Impulsive,Good,Yes,Positive,0
1969-10-07,Male,Married,10,612854,Primary,No,0.41,Commercial_Rented,Retired,0,890,9717540,Personal,96,N/A,Poor,Impulsive,Good,No,Positive,1
1980-08-01,Female,Married,0,319376,Multiple,Multiple,0.46,Owned,Retired,0,836,315057,Education,108,Good,N/A,Consistent,Poor,No,Neutral,1
1972-08-22,Female,Single,2,286297,Investments,No,0.53,Joint_Ownership,Government,25,665,8304931,Medical,300,Poor,Poor,Cautious,Average,No,Neutral,1
1977-08-19,Male,Single,1,409469,Pension,Multiple,0.01,Commercial_Owned,Retired,0,344,36883642,Wedding,24,Average,Average,Consistent,Average,Yes,Neutral,1
1965-04-06,Male,Single,8,677020,Multiple,Multiple,0.69,Rented,Self-Employed,21,783,21670617,Travel,60,Poor,Good,Consistent,N/A,No,Very_Positive,1
1960-07-10,Female,Married,8,555863,Pension,Multiple,0.32,Commercial_Owned,Government,2,351,2145261,Travel,120,N/A,Poor,Aggressive,Average,No,Positive,1
2001-04-16,Male,Married,6,615416,Pension,Yes,0.33,Commercial_Owned,Retired,0,828,36618282,Debt_Consolidation,108,Poor,N/A,Consistent,Poor,No,Neutral,1
2001-01-20,Male,Married,4,661277,Primary,Yes,0.49,Joint_Ownership,Student,0,335,39366340,Debt_Consolidation,360,Poor,Average,Cautious,Good,No,Very_Negative,0
1979-07-24,Male,Married,6,52407,Investments,No,0.11,Commercial_Rented,Salaried,32,340,3242984,Education,96,Poor,Average,Consistent,Poor,No,Positive,0
1976-05-10,Male,Single,9,524182,Pension,Yes,0.06,Joint_Ownership,Retired,0,369,19696147,Debt_Consolidation,108,Poor,N/A,Erratic,Poor,No,Very_Negative,0
2001-08-10,Female,Married,6,979491,Pension,No,0.65,Commercial_Owned,Retired,0,756,20657200,Debt_Consolidation,120,Average,Good,Erratic,Average,Yes,Positive,1
1954-09-25,Male,Married,0,833298,Primary,No,0.47,Owned,Unemployed,0,454,4439956,Vehicle,84,Good,Average,Erratic,N/A,Yes,Positive,0
1990-01-03,Male,Married,0,115798,Investments,No,0.74,Owned,Student,0,779,7175680,Personal,180,Poor,Average,Consistent,N/A,No,Positive,0
1987-12-27,Male,Single,3,878186,Investments,Multiple,0.37,Joint_Ownership,Unemployed,0,347,43446007,Business,300,Average,Poor,Cautious,N/A,Yes,Very_Positive,0
1961-10-03,Female,Single,1,418524,Investments,Yes,0.53,Commercial_Rented,Retired,0,404,9610046,Business,36,Poor,Poor,Aggressive,Poor,No,Very_Positive,0
1955-03-04,Male,Married,9,714310,Multiple,Yes,0.23,Owned,Retired,0,333,40515526,Business,96,Poor,N/A,Consistent,Average,Yes,Negative,0
1962-08-08,Male,Single,1,450420,Rental_Income,No,0.69,Owned,Retired,0,331,13971885,Medical,12,N/A,Average,Aggressive,Good,Yes,Neutral,0
1969-02-23,Male,Single,3,940883,Multiple,Yes,0.6,Joint_Ownership,Retired,0,357,6695933,Personal,72,Good,N/A,Erratic,N/A,Yes,Positive,0
1991-05-27,Male,Single,10,35236,Primary,No,0.86,Joint_Ownership,Retired,0,605,28115236,Business,12,Poor,Good,Erratic,Good,No,Negative,0
1987-03-06,Male,Single,8,174431,Multiple,No,0.22,Owned,Government,32,609,20107936,Education,360,Good,Good,Aggressive,Good,Yes,Very_Positive,1
1959-09-07,Male,Married,4,179149,Secondary,Yes,0.69,Joint_Ownership,Self-Employed,22,681,31812105,Wedding,96,Average,N/A,Erratic,Poor,Yes,Very_Positive,0
1952-07-14,Female,Married,1,322564,Primary,No,0.04,Owned,Self-Employed,34,401,2454538,Debt_Consolidation,48,Good,N/A,Erratic,N/A,No,Very_Negative,0
1988-09-19,Female,Single,5,924045,Investments,Multiple,0.45,Commercial_Rented,Retired,0,477,7492156,Wedding,180,Good,Average,Cautious,Poor,No,Negative,0
1965-03-22,Male,Married,8,521586,Rental_Income,No,0.62,Commercial_Rented,Salaried,8,362,8868147,Travel,240,Good,Good,Erratic,Poor,No,Very_Positive,1
2006-08-05,Female,Married,6,949655,Primary,No,0.74,Rented,Student,0,684,38506959,Business,48,N/A,N/A,Aggressive,Poor,Yes,Very_Negative,0
1961-04-15,Male,Single,9,486831,Secondary,Multiple,0.51,Owned,Salaried,15,625,47952689,Wedding,24,Average,Poor,Aggressive,Good,No,Very_Negative,0
1973-12-01,Female,Married,7,375249,Rental_Income,No,0.13,Rented,Unemployed,0,526,19331158,Vehicle,60,N/A,Poor,Erratic,Poor,No,Positive,0
1954-09-17,Female,Married,9,284438,Secondary,Yes,0.31,Rented,Salaried,11,483,22963989,Business,84,Poor,Good,Erratic,N/A,Yes,Very_Negative,0
2002-04-05,Male,Single,0,225399,Multiple,Yes,0.55,Commercial_Rented,Self-Employed,16,639,12502946,Travel,360,Good,Good,Consistent,Poor,Yes,Positive,1
1958-10-05,Female,Married,6,850999,Multiple,Yes,0.61,Joint_Ownership,Salaried,15,816,38826072,Education,96,Average,Poor,Erratic,Good,Yes,Negative,0
1952-04-27,Male,Married,4,866146,Rental_Income,No,0.39,Owned,Government,7,647,1973409,Business,60,N/A,N/A,Erratic,Poor,Yes,Neutral,1
1963-08-09,Female,Single,2,46252,Pension,No,0.22,Commercial_Rented,Salaried,23,313,32817210,Education,120,Average,Average,Aggressive,Average,Yes,Very_Negative,0
2005-12-20,Female,Married,10,80221,Rental_Income,Multiple,0.51,Owned,Unemployed,0,766,25915298,Education,60,Poor,Average,Cautious,Poor,No,Very_Negative,0
1972-09-15,Female,Married,7,908584,Multiple,Yes,0.77,Commercial_Rented,Unemployed,0,553,5674933,Personal,12,Good,Average,Impulsive,Average,No,Neutral,0
1993-08-23,Female,Married,3,335046,Pension,Multiple,0.37,Joint_Ownership,Student,0,868,49400695,Education,60,Good,Good,Impulsive,Average,Yes,Very_Negative,1
1998-10-20,Male,Single,7,409216,Secondary,No,0.83,Commercial_Owned,Salaried,34,591,1245130,Wedding,12,N/A,Poor,Aggressive,Poor,No,Very_Negative,0
1982-12-22,Male,Married,5,95797,Investments,No,0.59,Rented,Self-Employed,40,672,26208576,Education,36,Average,N/A,Erratic,Good,Yes,Negative,0
1954-11-10,Male,Married,5,977916,Primary,Yes,0.14,Commercial_Owned,Government,21,818,1983272,Personal,24,Poor,Poor,Impulsive,N/A,No,Positive,1
1995-05-21,Female,Married,4,202018,Primary,Multiple,0.65,Rented,Salaried,25,444,5817016,Travel,96,Good,Poor,Erratic,N/A,Yes,Negative,0
1970-06-01,Male,Single,0,946884,Rental_Income,Multiple,0.7,Owned,Salaried,26,669,25603452,Wedding,300,Average,Poor,Cautious,N/A,No,Negative,1
1998-06-15,Male,Married,2,486278,Multiple,Multiple,0.09,Commercial_Rented,Unemployed,0,652,16653465,Personal,72,Good,Poor,Aggressive,Good,No,Negative,0
1991-03-09,Female,Single,1,851252,Multiple,Yes,0.38,Owned,Self-Employed,11,587,35974566,Debt_Consolidation,108,N/A,Average,Cautious,Poor,No,Positive,1
1989-02-01,Female,Single,5,342799,Primary,No,0.49,Rented,Student,0,673,22599051,Medical,24,Average,Good,Impulsive,Good,No,Negative,0
1962-10-12,Female,Married,6,955344,Secondary,Multiple,0.66,Commercial_Rented,Self-Employed,8,810,6967588,Education,96,Average,Poor,Aggressive,Poor,No,Negative,1
1983-11-14,Female,Married,8,121709,Rental_Income,Multiple,0.39,Commercial_Rented,Retired,0,333,8981490,Personal,36,Poor,Poor,Aggressive,N/A,No,Neutral,0
1982-11-26,Male,Married,8,75956,Multiple,Multiple,0.78,Commercial_Owned,Self-Employed,33,457,23393833,Education,96,N/A,Poor,Erratic,Poor,No,Negative,0
1977-03-01,Female,Single,6,75914,Secondary,Yes,0.13,Rented,Self-Employed,4,593,24691465,Personal,12,Average,Good,Consistent,N/A,Yes,Negative,0
1951-07-12,Female,Married,3,152116,Rental_Income,Yes,0.51,Rented,Self-Employed,12,328,28314768,Wedding,240,Good,Average,Consistent,N/A,Yes,Negative,0
2006-08-17,Male,Married,4,917523,Primary,No,0.5,Rented,Retired,0,403,41485817,Personal,36,Good,N/A,Aggressive,N/A,Yes,Very_Positive,0
1963-11-05,Male,Married,8,112188,Rental_Income,No,0.86,Commercial_Owned,Salaried,16,639,16977473,Home,72,Poor,Good,Aggressive,Average,No,Positive,0
1974-06-19,Male,Single,8,188966,Primary,No,0.81,Rented,Government,13,556,5342879,Personal,360,Poor,Good,Impulsive,Average,Yes,Neutral,0
2006-05-07,Female,Single,3,345692,Secondary,Multiple,0.39,Joint_Ownership,Student,0,853,25009028,Debt_Consolidation,60,N/A,Good,Erratic,N/A,Yes,Very_Positive,0
1983-07-13,Female,Married,6,337901,Multiple,No,0.03,Commercial_Owned,Government,4,515,39531093,Education,36,N/A,N/A,Cautious,Good,Yes,Very_Negative,0
1954-11-17,Male,Single,10,347347,Investments,No,0.11,Joint_Ownership,Student,0,592,4860702,Debt_Consolidation,360,Good,Average,Erratic,Poor,No,Negative,0
2006-12-09,Female,Single,2,103924,Multiple,Multiple,0.62,Commercial_Rented,Self-Employed,11,623,17721439,Debt_Consolidation,96,Average,Poor,Impulsive,Average,Yes,Very_Positive,0
2001-04-04,Female,Married,10,111122,Pension,No,0.28,Commercial_Rented,Self-Employed,11,821,1444310,Travel,96,Good,Average,Aggressive,N/A,Yes,Neutral,1
1988-01-22,Male,Single,10,450877,Pension,Multiple,0.87,Commercial_Rented,Self-Employed,16,529,23250781,Education,300,Good,Good,Cautious,Average,No,Very_Negative,0
1950-12-07,Female,Single,7,522406,Pension,Multiple,0.21,Owned,Unemployed,0,634,19907219,Business,180,Average,Good,Cautious,Poor,Yes,Neutral,0
1956-11-21,Female,Single,3,787832,Secondary,Multiple,0.05,Joint_Ownership,Salaried,7,597,47834190,Wedding,300,Good,Average,Impulsive,Good,Yes,Negative,0
1983-03-09,Female,Single,1,929042,Investments,Multiple,0.65,Commercial_Rented,Salaried,17,523,49457279,Vehicle,120,N/A,Average,Impulsive,Good,No,Very_Negative,0
1992-08-07,Male,Single,10,243685,Pension,Multiple,0.32,Rented,Unemployed,0,357,20512795,Personal,120,Average,Average,Aggressive,Poor,Yes,Very_Positive,0
2005-09-08,Male,Single,4,793538,Primary,Multiple,0.2,Commercial_Owned,Retired,0,602,15183880,Debt_Consolidation,180,Average,N/A,Impulsive,Good,No,Very_Negative,0
1981-03-01,Male,Married,2,137018,Multiple,No,0.17,Commercial_Rented,Unemployed,0,588,14165874,Debt_Consolidation,84,N/A,N/A,Aggressive,Good,Yes,Positive,0
1975-07-12,Male,Married,8,675083,Multiple,No,0.77,Rented,Retired,0,651,9144768,Travel,84,Good,N/A,Erratic,N/A,No,Neutral,0
1973-12-07,Male,Married,9,92480,Rental_Income,Yes,0.28,Joint_Ownership,Retired,0,720,26276410,Home,84,N/A,Good,Aggressive,Poor,Yes,Very_Positive,1
1965-02-15,Female,Married,8,698166,Rental_Income,No,0.65,Joint_Ownership,Government,2,742,38074444,Vehicle,60,Poor,N/A,Impulsive,Average,Yes,Very_Positive,1
1991-03-13,Female,Single,0,174377,Pension,Multiple,0.62,Commercial_Rented,Unemployed,0,620,2847534,Debt_Consolidation,360,Average,Average,Aggressive,N/A,No,Neutral,0
1976-11-25,Female,Married,1,294974,Secondary,Yes,0.47,Commercial_Owned,Self-Employed,33,339,36714119,Personal,300,Good,Good,Cautious,N/A,Yes,Neutral,0
1970-08-25,Male,Single,8,354072,Multiple,Multiple,0.87,Owned,Unemployed,0,634,45428691,Debt_Consolidation,180,Good,Poor,Aggressive,Poor,Yes,Very_Negative,0
1966-08-27,Female,Married,9,689978,Primary,Multiple,0.7,Commercial_Rented,Government,8,462,31874153,Debt_Consolidation,108,Good,Poor,Impulsive,N/A,Yes,Very_Positive,1
1956-07-01,Female,Married,9,260956,Primary,Yes,0.89,Rented,Government,31,503,619947,Education,180,N/A,Good,Aggressive,Poor,Yes,Very_Positive,1
1965-07-17,Male,Married,4,256157,Multiple,Multiple,0.75,Owned,Retired,0,535,27890384,Vehicle,96,N/A,Average,Cautious,Average,Yes,Very_Positive,0
2004-03-17,Male,Single,2,573455,Secondary,Multiple,0.28,Commercial_Owned,Retired,0,310,43752920,Debt_Consolidation,120,Average,Poor,Consistent,Average,Yes,Positive,1
1986-05-19,Male,Married,7,862447,Investments,Multiple,0.16,Rented,Self-Employed,36,424,46793639,Wedding,60,Good,Average,Cautious,N/A,Yes,Negative,1
1958-11-07,Female,Married,0,317005,Rental_Income,No,0.51,Rented,Government,20,854,8379904,Personal,72,N/A,Good,Aggressive,Average,Yes,Neutral,1
1953-11-05,Female,Single,7,700863,Pension,No,0.44,Rented,Government,22,544,12061791,Education,12,Average,Average,Erratic,N/A,Yes,Neutral,0
2004-01-08,Male,Single,1,612046,Multiple,Multiple,0.77,Rented,Self-Employed,6,664,49163279,Home,72,Average,Average,Consistent,Good,No,Negative,0
1960-04-09,Female,Married,9,549082,Secondary,No,0.1,Commercial_Rented,Unemployed,0,445,49025830,Travel,300,Average,N/A,Erratic,Poor,Yes,Neutral,0
1998-07-07,Male,Single,7,823951,Secondary,Yes,0.06,Owned,Student,0,783,37096673,Education,24,Good,Average,Impulsive,Good,No,Negative,1
1977-10-11,Female,Single,3,660371,Multiple,Yes,0.43,Commercial_Rented,Self-Employed,10,470,1101269,Vehicle,84,N/A,N/A,Impulsive,N/A,Yes,Very_Positive,1
1974-01-16,Female,Single,0,300926,Secondary,No,0.13,Commercial_Rented,Unemployed,0,684,7738939,Home,96,Poor,Average,Consistent,Poor,Yes,Positive,0
